,title,location,minimum_qual,preferred_qual,responsibilities,min_degree_req,pref_degree_req,min_work_exp_req,pref_work_exp_req,min_langs_req,pref_langs_req
749,"Product Manager, Recruiting Products","Menlo Park, CA","5+ years experience in building software products as a product manager
Experience as a product manager working with different sets of clients
Experience using data to solve business problems
Experience leading through influence Communication and presentation experience","Experience developing social products, technologies and platforms
BA/BS","Lead the ideation, technical development, and launch of innovative products
Establish shared vision across the company by building consensus on priorities leading to product execution
Drive product development with a team of world-class engineers and designers
Integrate usability studies, research and market analysis into product requirements to enhance user satisfaction
Define and analyze metrics that inform the success of products
Maximize efficiency in a constantly evolving environment where the process is fluid and creative solutions are the norm",None,BA,5,0,None,None
750,Hardware Test Engineer - Optics,"Shanghai, China","Bachelor’s degree in Optical, Electrical Engineering, Mechatronics Engineering or related engineering field.
2+ years of experience developing optical hardware test solutions.
Experience in manufacturing / factory environment.
Knowledge in statistical methods (e.g. Cpk) for data analysis.
Experience with scripting language Python or similar.","Experience in optical and image quality characterization of imaging systems and/or displays.
Knowledge in image processing, camera instrumentation and calibration automation.
Knowledge with structure and assembly of optical imaging (lens imaging system and/or display OLED/LCD panels).
Experience with leading high-volume display/optics module calibration test in shipping products.
Experience in Python or other programming languages in robust fault-tolerant instrumentation/control applications.
Experience in designing and executing development projects with a design of experiment approach (DOE) to troubleshoot and solve engineering problems.","Develop, deploy and qualify test and calibration factory stations for Optical subsystems such as displays or eyecups.
Develops test specifications, procedures, and debug guides for test solutions.
Drive cross-functional decisions on test development and specifications.
Validation of test SW releases, including repeatability and negative testing, and coordinate SW upgrades with fixture integrator and CM/JDM partners.
Troubleshoot and debugging test systems and automation solutions from both software and hardware perspectives.
Coordinate and manage third-party vendors in designing, fabricating and developing test systems.
Domestic and international travel required for collaboration with design teams and product build support. •",Bachelor,None,2,0,Python,Python
751,"Partner Engineer, Business Platforms","Menlo Park, CA","3+ years of experience as a software engineer building and shipping products or equivalent experience
B.A/B.S. or M.S. in Computer Science or equivalent degree or experience
Experience with open source languages such as PHP, Python, Ruby, Objective-C/C++, Swift, Java, Kotlin or C#
Knowledge of the Web technology stack (for example HTTP, HTML, JavaScript, CSS)
Experience with software design and architecture
Experience communicating technical concepts to non-technical audiences","Experience with REST APIs and developer platforms
Experience with contributing to the development community (Stack Overflow, Hacker News, conferences, events, meetups, blogs etc.)
Experience working with cloud computing platforms such as AWS, GCP
Experience working in highly collaborative environments","Deeply understand Facebook apps, platforms and products and their underlying implementation
Work closely with our strategic partners to integrate with Facebook’s platform products and ensure value creation
Build and improve technical solutions in collaboration with Facebook product engineering teams
Write and ship reliable, scalable, and efficient code
Develop tools and documentation to help scale Facebook’s platform products
Influence the road map and product development of Facebook products to meet your industry's business challenges
Represent Facebook and our products, APIs and tools in partner meetings and industry events including F8
Travel ~10% of the time",None,None,3,0,"C++,Java,Python,PHP,Ruby,Swift,Kotlin,C#",None
752,"Security Engineering Manager, Threat Detection and Incident Response","London, United Kingdom","Experience in at least one of PHP, Python, C, C++, or Java.
Experience in threat detection, forensics, incident response or a related field. This may include software development, threat intelligence, or other related endeavors.
Experience recruiting and leading technical teams, including performance management.
Experience translating technical concepts into language that is relevant to many audiences, including software engineers, business and technical leaders and external security community members and press.
BA/BS in Computer Science or 4+ years work experience.",,"Lead a team of high-performing security engineers developing solutions to hunt aggressively, implement high quality detection and response.
Develop a roadmap for future work, track progress against it, and evaluate the team's performance.
Hold your own in technical discussion, be a subject matter authority, and have strategic influence.
Identify new techniques and solutions which increase the team's ability to better protect company and user data.
Provide mentorship, support, and career development opportunities for team members and enable the team to scale.
Work with other Infrastructure teams to divide and conquer challenges related to a broad spectrum of threat actors.
Solutions will be required for everything from low-level but persistent actors to nation state actors.
Build positive relationships with internal partners to identify and facilitate solutions to increase the impact of the team's work.
Contribute to the growth and development of the Infrastructure organization.",BA,None,4,0,"C++,Java,Python,PHP",None
753,Product Designer - Spark AR,"London, United Kingdom","Bachelor's degree in Design related field or experience
Experience communicating ideas and designs to multiple stakeholders
Experience in problem solving within the product space
Experience crafting interactive design prototypes
Experience using design software like Sketch
Communication experience
A portfolio featuring both visual and interaction works","Design skills and the proven ability to manage and lead in cross-functional environments
Bachelor's degree in Architecture, interior design or industrial design, interactive design, communication design
5+ years’ experience shipping immersive and compelling experiences
Experience designing for diverse groups of people (international audiences, multi-language localization, accessibility for people with disabilities, etc.)","Conceptualize and iterate on high-quality designs, build end-to-end flows and visuals and individually contribute to the product/feature set and to help communicate ideas
Give and solicit real-time feedback from other designers to continually raise the quality and craftsmanship of the product
Partner with PMs, engineers, researchers, content strategist & QA, overseeing the user experience from product conception to launch - as well as post-launch design support
Document processes and methodology to help establish preliminary processes to align cross-functional teams
Contribute to high-level strategic decisions with the rest of the product and executive teams
Contribute to defining interaction patterns for the AR creator product space
Quickly solve issues with your cross-functional leads
Clearly articulate design decisions to a vast set of internal stakeholders
Help establish preliminary processes to align cross-functional teams",Bachelor,Bachelor,0,5,None,None
754,"Network Engineer, Connectivity Deployment","Menlo Park, CA","4+ years of work experience responsible for designing, deploying and operating networks. Experience configuring and troubleshooting routing and switching protocols (BGP, IS-IS, MPLS, RSVP-TE, RSTP, VRRP).
Knowledge of network protocols (TCP/UDP, DHCP, DNS) and experience with IPv4 and IPv6.
Experience working in a multi-vendor environment with hands-on experience with networking hardware.
Experience in using Linux.
Experience with scripting and automation (Bash, Python, Perl, Ansible, Chef).
Hands-on experience designing and deploying scaled networks solutions at mobile network operators (MNO), regional ISP, or Telcos.
Proven experience managing multiple projects simultaneously and deliver against deadlines.
Proven experience working in a global team environment and solving problems independently.
Experience conducting executive level briefings.","Experience working with and troubleshooting wireless networks and wireless telecom equipment including 3G/4G/5G cellular, Wi-Fi, and microwave networks.
Experience with carrier backhaul technologies including microwave and optical transport networks.
Experience validating and benchmarking network and transport hardware using common industry test tools and equipment (Iperf, Ixia, Spirent, Xena).
Experience with open source technologies (Openstack, Docker, Swarm/Kubernetes, ONF, OCP).
Experience configuring and deploying VMs and Cloud Infrastructure (AWS, Azure).
Experience building technical documentation to include methods of procedure, training materials, user guides, and customer documentation.
Hands-on experience working with AC/DC power, fiber, and copper cabling.
Experience with network deployments in emerging markets.","Design, build, and integrate end-to-end network designs to integrate connectivity solutions into carrier/ISP networks.
Provide deployment and troubleshooting support for network integration activities during field trials of connectivity solutions.
Support the development, testing and integration of new hardware and software connectivity solutions.
Perform both internal and external lab testing to validate and benchmark off the shelf as well as inbuilt connectivity components.
Work cross-functionally with partners, project managers, network, software, and hardware engineers to validate equipment and software, create network solutions, lead network trials, and create operational best practices to solve connectivity problems.
Work cross-functionally with local municipalities, engineering, and system integrators.
Proactively contribute to and maintain technical and training documentation.
Develop automation and tooling as needed to support connectivity deployment initiatives.
Ability to travel internationally, up to 25% of the time. Working across time zones, remote teams and cultures.",None,None,4,0,Python,None
755,Supply Chain Analyst,"Fremont, CA","Bachelor's Degree in Supply Chain or equivalent experience
3+ years of supply chain experience, with focus on inventory management, forward and reverse logistics
2+ years of experience with enterprise inventory management & ticketing systems
1+ years of experience optimizing supply chain processes to meet end customer SLA
1+ years of experience managing globally dispersed assets","Focus on compliance and finance and security supply chain concepts
Ability to process metric driven approach and experiences
Experience working within Software Asset Management
Focus on supply chain design and process automation","Lead the ideation, technical development of innovative inventory planning and logistics processes
Own the end-to-end asset management process and systems globally
Establish shared vision across the company by building consensus on priorities leading to product execution
Define and analyze metrics that inform the success of products
Drive automation on an aggressive timeline with a team of world-class engineers and designers
Identify the key levers that have the greatest impact on operational efficiencies
Maximize efficiency in a constantly evolving environment where the process is fluid and creative solutions are the norm
Develop and maintain a well-coordinated internal relationship with key decision makers and with the wider enterprise organization",Bachelor,None,3,0,None,None
756,Connectivity Technologies and Ecosystems Manager - Wifi,"London, United Kingdom","Previous experience (8+ years) in tech business development, product management, or as a manager/engineer in areas related to Wi-Fi.
Firm understanding of the Wi-Fi industry
Firm understanding of the use cases and business models that provide connectivity to end users, design trade-offs and common deployment and operational challenges.
Excellent communication skills and ability to speak to technical and business audiences including C-level.
Ability to translate technical features into end-user use cases and identify related business opportunities, and vice-versa.
BS or higher in Engineering or equivalent degree/experience. MBA is a plus.
Ability to travel internationally up to 35% of the time.",,"An industry expert who questions the status quo and uses their strategic vision for the connectivity technology landscape to shape Facebook's efforts in the Wi-Fi domain. Ultimately they will enable infrastructure solutions with the operator community, drive deployments at scale and influence the industry at large.
Represent Facebook in key industry consortia and events and stay abreast of developments in the Wi-Fi domain (technology R&D, use-cases, hardware/software evolution, etc), sharing learnings internally with the wider engineering and partnership teams.
Manage the relationship with network operator and technology partners to identify the most impactful opportunities, help reduce friction and remove obstacles preventing technology readiness and market adoption.
Identify key Wi-Fi use cases, business case gaps, and common technical requirements from operator partners to drive design parameters within Facebook programs and the global technology vendor community.
Define cutting edge business and technical approaches for telecom infrastructure deployments and engage with operator partners to showcase them and scope and execute trials and deployments of innovative infrastructure solutions that will help deliver on the vision for wider scale telecom infrastructure adoption.
Foster win-win partnerships between Facebook and partner companies
Write white papers, blog posts and create other collateral to share with the broader community with the goal to introduce and help drive adoption of TIP infrastructure solutions.
Support the direction and expansion of the team, helping to scope future roles as the charter of the team grows.",MBA,None,8,0,None,None
757,"Head of Experience Marketing, AR/VR","Menlo Park, CA","Bachelor in Marketing Management
10 or more years of experience with marketing strategy, cross-functional team leadership, or leadership
10 or more years of experience working in event and experiential marketing in support of consumer technology brands/products","Experience in AR, VR or related fields","Drive the holistic strategy for Facebook AR/VR live events and demonstrations worldwide and forecast resourcing and budget needs to deliver for success in alignment with organizational and company-wide goals
Drive large-scale adoption of our products and build the long-term health of our brands in AR/VR though live events and experiences around the world
Direct integrated event marketing strategy and execution across AR/VR suite of brands and products
Lead a multi-disciplinary team, including technical producers, event producers, strategists, program managers, financial operations, creatives and demonstration and product specialists
Partner with Creative, Product Marketing, Channel Marketing teams and others in the development of breakthrough event and demonstration marketing strategy across all channels and products
Demonstrate the return of marketing investment for the business through both short- and long-term measurement, across brand & performance metrics for all types of live channel events and experiences
Build a test & learn culture, enabling the organization to get smarter with every investment we make, maximize spend and deliver fame worthy experiences
Apply technical expertise and product understanding that will drive effective hardware and platform testing in a variety of environments for ubiquitous demonstration capacities
Ensure platform hardware software and content roadmaps are aligned to ensure technical synergy required to execute cutting edge content demonstrations globally at scale
Plan and manage budgeting across all of Event Operations as well as individual event budgets, delivering on budget on time every time, targeting minimal variance in forecasting and accruals and optimizing against long range planning and execution",Bachelor,None,0,0,None,None
758,"Operations Program Manager, Infrastructure Data Centers (University Grad)","Washington, DC","Excellent communication skills across wide range of technical and non-technical stakeholders, demonstrated attention to detail.
Experience influencing stakeholders and partner teams, and experience collaborating with different individuals across the organization and within other geographies.
Experience analytical, problem-solving, negotiation and organizational skills with a clear experience focusing under pressure.
Experience evaluating, defining and improving end-to-end processes.
Be independent and thorough in examination and analysis, alongside results oriented and experience driving projects end-to-end independently.
Must obtain work authorization in country of employment at the time of hire and maintain ongoing work authorization during employment.","Currently has, or is in the process of obtaining, a Bachelors or Masters degree in Computer Science or a related engineering discipline.
Work experience in Program Management with a demonstrated track record of delivering business value using technology solutions in high-tech operations space.
Experience managing software development projects.
Knowledge of compute, storage or networking technologies.
Data center operations or infrastructure experience.","Demonstrate strong understanding of the supported domain and conduct deep analysis of the problem space. Define process end-to-end and drive improvements for maximum impact.
Lead process engineering and/or automation efforts to support cross-functional partners in operationalization and scaling efforts.
Quantify operational issues, measure impact, prioritize development resources in areas that will deliver the greatest impact.
Champion and provide oversight for initiatives during the technical delivery process and provide direct project management activities.
Review operational challenges and help determine process efficiencies.
Lead/support all business readiness activities, which may range from technical end user training or product testing, to business impact measurement, and internal communications.
Elicit detailed business requirements by engaging the business to capture clear functional design artifacts using techniques like use cases, systems and data diagrams and process flow diagrams.
Foster a culture of data driven decision making.",None,Master,0,0,None,None
759,"Director, Product Management","Menlo Park, CA","Bachelors Degree
7+ years product management experience
3+ years experience as a people manager and managing 5+ people
3+ years experience hiring and growing teams","Software development experience as a developer and/or manager
Experience developing productivity, supply chain or asset management products, technologies and platforms
Experience managing an organization of product managers, including building and growing the team
Experience working with or in support of diverse communities","Establish shared vision across the company by building consensus on priorities leading to product execution for internal products and productivity products
Lead the ideation, technical development, and launch of innovative products
Drive product development with a team of 50+ world-class engineers and designers
Manage and grow a team of product managers, while also expanding existing product work streams
Integrate usability studies, research and market analysis into product requirements to enhance user satisfaction
Define and analyze metrics that inform the success of products
Coordinate and scale cross-functional efforts across the globe
Maximize efficiency in a constantly evolving environment where the process is fluid and creative solutions are the norm
Drive the strategy for a portfolio of products to create a deliberate plan and a cohesive strategy",Bachelor,None,7,0,None,None
760,"Learning Business Partner - Fraud, Calibra","Dublin, Ireland","BA/BS degree in Education, Communications, or other related field
2+ years working experience within Learning&Development/Training/Onboarding, and in the Fraud Operations field
Knowledge of requirements to develop curriculum building, instructional design (ADDIE method) and adult learning theory
Experience communicating with audience, engaging and influencing stakeholders
Experience and passion for training and teaching at scale
Experience working with global teams
Experience in content creation via Adobe Suite or similar platforms
Experience with a variety of instructional media including instructor-led, eLearning, and blended learning approaches
Project management expertise and experience running strategic projects with cross-functional teams","Training experience/background in the tech space
Experience working directly with Operations and/or Fraud teams' learning challenges
Experience with learning management systems and software
Fluency in a foreign language
Experience in using data and measurement to influence learning strategies and solutions","Collaborate with the Fraud Operations team & managers to develop the required curriculum for Fraud Operations verticals across FTEs, vendors and contractors
Partner with existing training specialist and vendors to develop and deliver various training programs
Collaborate with subject matter experts to develop training content
Continuously evaluate and maintain up-to-date training material and knowledge content
Gather, analyze, and utilize feedback and data to improve trainings and educational materials
Help to foster a positive experience for new Fraud Operations employees
Schedule trainings for new hires and existing Fraud Operations team members
Ensure smooth administration of operations, logistics, and communication associated with delivering on-boarding and training programs
Demonstrate strong leadership skills in communicating complex processes into simple and easy to understand concepts
Support continuous improvement projects to enhance compliance and mitigate risk with training programs
Provide feedback to managers on the performance of individual employees
Think under pressure, both individually and in team environment
Be highly organized and detail-oriented
Interface with many cross functional teams to leverage content and deliverables to help optimize teammate enablement",BA,None,2,0,None,None
761,"Product Marketing Lead, Business Interfaces","Menlo Park, CA","BA/BS degree
8+ years of work experience, with a background in strategy consulting, digital marketing/advertising, investment banking/venture capital, analytics/data science, or other analytical roles
Proven experience in simplifying complex concepts
Cross-functional skills, with demonstrated experience collaborating and influencing partners and managing key stakeholders","MBA
6+ years of work experience in software or internet technology, with a background in strategy consulting, digital marketing/advertising, investment banking/venture capital, analytics/data science, or other analytical roles
2+ years of experience working in a product marketing or product management capacity (working closely with product team and/or sales)
Experience working with both SMBs and large enterprises","Develop product strategy and provide product team leadership, in partnership with disciplines including product management, engineering, design, research, data science, etc.
Lead cross-functional and cross-team relationship building and collaboration with product team, GTM, and cross-org partners
Lead market research, competitive benchmarking, customer segmentation, opportunity assessment, etc. to prioritize product opportunities
Represent the voice of the market on product team, including qualitative and quantitative feedback from users, and influence Product to prioritize critical changes
Collaborate closely with partner teams to build great product experiences that span org lines and address customer needs holistically
Plan and lead alpha/beta testing to feed early insights back to Product that accelerate product-market fit
Partner with outbound marketing and sales to create product marketing communications (including one-sheets, sales-facing enablement materials, etc.)
Lead comprehensive go-to-market strategy and drive product adoption & adoption in the market (via sales activation, marketing campaigns, press releases, blog posts, scaled education, etc.)",BA,MBA,8,6,None,None
762,Field Engineer - Global Data Center Connectivity,"Altoona, IA","Bachelor’s degree in a technical discipline or 6+ years direct experience in fiber optic and structured cabling installation
Experience overseeing vendors work and suppliers towards the same project goals
Experience analyzing, understanding, and interpreting data
Interpersonal experience, and experience connecting with and influencing stakeholders with different objectives
Track record of solving problems under pressure
Experience in a mission critical environment requiring coordination across multi-disciplines for delivering a goal
Experience with inside plant cabling (ISP)
Proficiency with Microsoft Office Suite of tools","Experience reviewing design documents and specifications
Experience leading people or project teams
Experience thinking strategically and acting tactically
Proficiency with design and construction software such as PlanGrid, Bluebeam, and BIM360
Working knowledge with project management tools such as Primavera P6
Experience in a run-ops environment
Experience with outside plant cable infrastructure and installation standards","Service Delivery - Assure delivery and maintenance of all structured cabling and connectivity, on time, within budget, and to industry leading standards of quality and reliability.
Vendor Management – Assist with developing and scaling our partners responsible for all operations, construction, and data center improvement activities on site. Work with key partner leaders to monitor the progress, and the quality of installation within our data centers.
Quality Management - Perform ongoing quality audits to assure vendor work meets GDCC quality standards prior to turn-over and throughout the lifecycle of the data center. Review, comprehend, and implement work as shown in the contract documents. Able to review drawings and report back discrepancies (Proactive Quality Control).
Technical Subject Matter Expert (SME) – Serve as technical lead for industry and Facebook structured cabling standards, product selection, design, and installation methods in the field. Partner with global design and engineer team to support design reviews, BOM reviews, and as-built drawing validations.
Materials Subject Matter Expert (SME) – Coordinate with design teams and project managers as a material SME for all CFCI and OFCI material questions, issues, and orders.
Design Documentation - Assure site as-built design documentation is complete and up-to-date.
Run Operations – Liaison to the Run Operations team for detailed server rack turn-up and decom schedules
moves, adds, and changes
troubleshooting tickets and setting initiative priorities.
Tactical Response – Assure rapid responses to high priority builds and break-fixes.
Strategic Planning – Participate in project pipeline planning and discussions related to the data center.
Process - Support development of best practices and initiatives, coordinating SOPs/SIPs with vendors, and participating in global and regional standards. Assist in developing or identifying network cable/rack/cabinet installation processes and standards.
Communications - Assure crisp oversight and clear communications across an array of platforms with cross functional partners and vendors. Proactively communicate progress and project risks and initiatives to key stakeholders.
Safety – Ensure vendor is following site, OSHA and EHS safety standards.",Bachelor,None,6,0,None,None
763,"PhD Student, CIFRE (AI)","Paris, France","Knowledge in Machine Learning.
Knowledge in a programming language.
Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorisation during employment.","Bachelors degree in a technical field such as Computer Science, Applied Mathematics, or equivalent practical experience.
Experience building systems based on machine learning and/or deep learning methods.
Research and software engineer experience demonstrated via an internship, work experience, coding competitions, or open-source contributions.
Knowledge in Python, Lua, C++, C, C# and/or Java.","Perform research to advance the science and technology of intelligent systems.
Perform research that improves computational understanding and representing of data.
Devise data-driven models of human behavior.
Influence progress of relevant research communities by producing publications.
Collaborate and increase productivity on existing research projects.",None,Bachelor,0,0,None,"C++,Java,Python,C#"
764,Product Experience Analyst,"Menlo Park, CA","Bachelors Degree and 3+ years post-collegiate work experience doing quantitative analysis or Master or PhD with 2+ years work experience doing quantitative analysis
2+ years SQL experience
1+ years of experience in Python or R
Knowledge of basic statistics and analytical concepts
1+ years of experience in Tableau, Qlik, Power BI, or other data visualization tools
Analytical experience, with experience building product intuition, solving problems using data and providing business insights
Experience creating and telling stories from data
Experience constructing interpersonal relationships across teams, communicate technical content and analytical insights to multiple audiences","Work experience in tech, finance, consulting or related industry
Degrees in Computer Science, Mathematics, Statistics, or other tech or math related fields
Internet advertising experience
Experience at a software technology company
Experience working in the advertising industry
Experience leveraging raw customer feedback to develop new analytical initiatives","Explore and analyze customer experience and product performance data, develop goals and tracking metrics, and ensure product priorities are data-driven and accommodate short-term and long-term goals
Develop deep analytical insights around ads product use, stability, performance, and the customer experience across a variety of data sets and platforms
Build strategic relationships and manage communication and alignment across multiple partner teams:
Partner with Research, Sales Support, and Marketing teams to identify opportunities to improve our products based on customer feedback and help quantify the impact of their qualitative insights
Partner with Engineering, Design, and Product Management to implement changes in existing products that positively impact the advertisers' experience and drive new Facebook products that are high quality and low risk
Instill a focus on quality in the product culture by creating objective data driven stories that influence and convince product teams to prioritize quality projects
Inform, influence, and execute new quality initiatives that are data driven and meaningfully shift core metrics in the positive direction
Initiate and drive change through influence, and collaborating with a variety of cross-functional stakeholders",PhD,None,3,0,"Python,SQL",None
765,"Technical Program Manager, Ads Data Lineage","Seattle, WA","B.S. in Computer Science or 5 years or more of Software Application development experience.
5+ years of experience in online advertising or in a trust or risk-related product in technical product or technical program management role.
5 or more years of experience working across functions (Engineering, Product Management, Legal) in order to deliver a product or feature.
5 or more years of organizational coordination experience in a technical company.
5 or more years of problem-solving experience with technical systems.
5 or more years of experience understanding product requirements and translating those product needs into plans.","Experience with products or programs that cross legal, policy, trust and fraud.
Experience in Machine learning or NLP.
PMP Certification (PMI).","Develop overall strategy, product roadmap and tactical business decisions for Ads Lineage data platform.
Define and analyze metrics that inform the success of data platforms and partners that use them.
Establish shared goals with product teams across the company to drive more value for both people and businesses.
Develop and manage end-to-end project plans and ensure on-time delivery.
Provide hands-on program management during analysis, design, development, testing, implementation, and post implementation phases.
Provide day-to-day coordination and quality assurance for projects and tasks.
Drive internal process improvements across multiple teams and functions.
Collaborate with Engineering, Product, Marketing, Design, Privacy and Data Science teams for product requirements, scope and implementation.
Proactively identify and manage risks.",None,None,5,0,None,None
766,Thermal Engineer Intern,"Menlo Park, CA","Currently has, or is in the process of obtaining, a BS/MS degree in mechanical engineering or related field
Knowledge of fluid dynamic and heat transfer (conduction/convection/radiation)
Familiar with lab equipment, oscilloscopes, power meters, data acquisition systems, air flow chambers, and /or environmental chamber
Experience with SolidWork
Coding experience in Python, Matlab, and/or C/C++
Experience in 3D CAD software
Trouble shooting and analytical skills
Communications skills
Must obtain work authorization in country of employment at the time of hire and maintain ongoing work authorization during employment","Experience with Linux
Experience with LabView
Experience performing thermal optimizations
Familiar with server and storage architecture and components
Intent to return to full-time degree program after completion of the internship","Measure thermal performance of servers using proper tools and test plans and qualify operation
Develop and publish test reports and communicate findings to team members
Create automated test infrastructure, through the use of scripted languages and remotely controlled test equipment
Analyze and simulate server cooling schemes
Execute tests according to plan, while keeping a thorough procedural record and data log
Provide input on fan control algorithm optimizations
Engage hardware team to ensure proper component design
Diagnose and root cause component failures
Perform CFD analysis to solve the thermal challenges in the server/storage/network system",BS,None,0,0,"C++,Python",None
767,Strategic Partner Manager - WhatsApp,"London, United Kingdom","BA/BS in Business or management related field or commensurate professional experience.
Sales experience within cPaaS, SaaS or enterprise software environments.
Experience delivering partnerships from inception to delivery.
Proven experience creating, negotiating and closing complex deals.
Knowledge of user needs, gathering requirements, and defining scope.
Evidence of operating autonomously across multiple teams, demonstrated critical thinking, and thought leadership.
Organizational, coordination and multi-tasking experience.
Analytical and problem-solving with large-scale systems.
Experience establishing work relationships across multi-disciplinary teams and multiple partners in different time zones.
Capacity to get things done at short notice while collecting information from a variety of internal and external sources.",Additional language other than English.,"Develop the client ecosystem in the region to support scaling of the WhatsApp Business API.
Responsible for creating strategic relationships that will lead to successful business models for our partners and WhatsApp.
Set targets and goals within direct clients aligned to regional expectations and ensure delivery against plans.
Responsible for managing pipeline information and client relationships to identify potential new business leads, growth opportunities or future competitive trends.
Maintain account plans and build close working relationships with key stakeholders in the marketplace.
Present to and consult with management on business trends with a view to developing new services, products, and distribution channels.
Provide an objective commercial viewpoint based on an in-depth understanding and analysis of commercial and competitive information.
Work in a fast-paced and iterative environment with leaders across Engineering, Product, Marketing, Finance, Legal, Policy and Partner management teams.
Develop and execute the partnership strategies and programs to enable our product and business strategy
work with product and engineering teams to identify product gaps that can be addressed through partnerships.
Support ideation, partnership development, and launch of innovative products and features on WhatsApp.
Present to and consult with management on business trends with a view to developing new services, products, and distribution channels.
Along with cross functional teams, create, maintain and influence relationships with key ecosystem players in the region to help establish a narrative of WhatsApp for good.",BA,None,0,0,None,None
768,Marketing Science Partner,"Los Angeles, CA","Bachelor’s degree in Business, Statistics, Biostatistics, Data Science, Economics, Mathematics, Computer Science, Engineering, Sociology or similar
Experience independently scoping and executing research projects with clients and/or cross-functional stakeholders
Experience analyzing and manipulating data sets to understand patterns and provide insights
Demonstrated leadership experience at an industry level and with senior clients
Experience communicating technical content to all types of audiences
Experience with digital advertising measurement methods and technologies
Experience working with structured and unstructured data-sets, statistical software such as R, SPSS, SAS as well as data extraction tools such as Hive and/or SQL
Experience with field experiments, experimental design, survey sampling, and/or panel data","Advanced degree in a quantitative field or an MBA
Experience with digital advertising for brand and DR outcomes","Manage a complex set of client and agency relationships
Engage with clients and agencies to measure true business value by building and operationalizing “learning agendas” that highlights how a client can improve business outcomes by employing better measurement techniques
Drive client, vertical, and industry adoption of preferred measurement methodologies, products, and approaches in support of the “learning agenda”
Design tests to showcase the power of good measurement using client data and Facebook or third-party technology tools
Conduct in-depth standard and custom ad effectiveness studies for Facebook advertisers to understand the relative impact of different marketing strategies across digital platforms and across media
Communicate complex research results to a general audience
Provide feedback to and collaborate with Product, R&D, and Partnerships to identify opportunities for new features, products, and partnerships and drive client engagement around measurement innovation, including product alphas and beta
Partner closely with cross-functional partners such as Sales, Product, R&D, Ads Research, Creative Shop etc.",Bachelor,MBA,0,0,SQL,None
769,"Manager, Technical Program Management, AR/VR/Portal Hardware Module Technologies","Menlo Park, CA","5+ years of experience with building and managing a team of Technical Program Managers.
5+ years of experience in technical program management.
Bachelor’s degree in Electrical Engineering, Acoustic Engineering, or other Engineering degree and/or experience.
Communication and interpersonal experience including relationship building and collaboration within cross-functional team.
Organizational, coordination and multitasking experience.
Experience understanding product requirements and translating needs into plans.
Experience working with a cross-disciplinary team of hardware engineers, software engineers, and operations engineers.
Knowledge of module/system qualification, validation and characterization processes.
Knowledge of phase gate approach to technology development projects.","Track record for being detail-oriented with a demonstrated experience to self-motivate and follow through on projects.
Experience working on consumer electronics products.","Responsible for people management of a team, providing performance reviews, continual feedback, coaching and career growth for direct reports.
Hire and mentor a team of hardware module technology TPMs.
Articulate the technology, requirements, goals and milestones of your team.
Scale the organization to support multiple fast-paced product categories.
Define and own metrics and key performance indicators.
Develop and drive best practices and technology development processes.
Work closely with the Wireless & Audio leaderships and core teams, driving the investigation, definition, and delivery of next generation modules and subsystems.
Manage cross-functional Audio and/or Wireless technology programs.
Perform risk management and change management on projects.",Bachelor,None,5,0,None,None
770,"Inside Sales Manager, Workplace","London, United Kingdom","4+ years of experience in B2B space, with strong preference experience in SaaS
Strong experience working with Salesforce and sales engagement platforms (such as Outreach.io or Salesloft)
Proven track record of successfully building and coaching out sales processes while exceeding targets
Passion for enterprise software, great products, start-ups, and the business of innovation
Willingness to travel 10-20% of the time
Keen ability to translate complexity into simple and intuitive actions plans, communications
Strategic thinker who is comfortable in a fast-paced, always-on, highly ambiguous start-up environment","Ability to adapt to a rapidly changing product and respond strategically to customer needs
Exceptional interpersonal skills and the ability to develop strong working relationships at all levels of management, both inside and outside Facebook
Experience meeting multiple objectives in an entrepreneurial environment
Strong analytical ability and outstanding written and oral communications skills","Lead and manage a team of Sales Development and Inside Sales Representatives to create sales pipeline and launch SMB opportunities with an outsourced sales team
Drive operational and performance excellence across three sales motions: Inbound, Outbound and Full Cycle sales, with a focus on driving improved conversion rates, pipeline rigour and reduced sales cycles
Build and optimise inbound and outbound campaigns, approach and processes to maximise outcomes and drive
Motivate, coach, manage and QA the performance of a growing team of 20+ sales representatives, and work closely with third party Team Leads to drive best practice and consistent processes
Develop global playbooks that clearly articulate best practices for building a world class demand generation engine and to optimise the sales process
Develop medium and long term strategic plan for regional demand generation across SMB and Mid-market
Competitive Salary including the following benefits apply:
Medical Benefits
Dental Benefits
Vision Benefits
Pension Benefits
Life Assurance
Childcare Benefits
Gym Benefits
Transport benefits
Laundry Benefit
Date posted: 30th September 2019
Closing date: 28th October 2019",None,None,4,0,None,None
