title,loc,minimum_qual,preferred_qual,resp,url
"Strategy and Operations Lead, Hardware Partnerships","Mountain View, CA, USA","Bachelor's degree or equivalent practical experience.
6 years of experience in management consulting, investment banking, corporate strategy or equivalent.
Presentation experience, especially with senior stakeholders","MBA or Master's degree in a management, technical or engineering field.
8 years of relevant experience in management consulting, investment banking, software, Internet, media industries and/or early stage companies.
Experience driving agreement analysis and complex deal modeling work in support of driving strategic initiatives and securing executive-level alignment
Passion for technology, with tech/media/telecom company experience.","Lead agreement analysis/modeling in support of key partnership strategies.
Define, structure and execute strategic and operational initiatives, including developing work plans, gathering and synthesizing relevant data, leading analyses, developing final recommendations and implementing roadmaps.
Partner with the Devices and Services Business Development team to deliver thought leadership and strategic guidance on specific topics. Collaborate with the broader Global Partnerships Strategy and Operations team and other teams on cross-product area efforts.
Manage core operations for the Business Development team, including annual planning, OKRs, ongoing reporting and headcount tracking.
Structure and package work into compelling presentations and communications to inform executive decision-making.",https://careers.google.com/jobs/results/121779856426836678-strategy-and-operations-lead-hardware-partnerships/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=44&q=software&sort_by=relevance
"Data Analyst, Ads Marketing","San Francisco, CA, USA","Bachelor's degree in Computer Science or equivalent practical experience.
1 year of relevant work experience.
Experience with one or more programming languages (C++, Python, Java).
Experience with SQL, data processing software (Hadoop, Spark, Pig, Hive) and tools (MapReduce, Flume).","Master's degree in a quantitative discipline.
Hands-on experience in information retrieval, mining, or machine learning.
Knowledge of data warehousing concepts, including technical architectures, infrastructure components, ETL, and reporting/analytics tools and environments.
Ability to work cross functionally with technical and business stakeholders with demonstrated listening, critical thinking, and problem solving skills.","Solve difficult, non-routine analysis problems; apply advanced analytical methods as needed and work with large complex data sets.
Integrate new sources into existing data sets and perform new calculations, including production code to maintain, improve and optimize analysis at scale.
Create and track metrics about data pipelines and quality via dashboards. Identify quality issues, ensure they are visible to the appropriate stakeholders, and drive to resolution.
Prioritize and work well in an environment with competing demands from multiple stakeholders in Marketing.",https://careers.google.com/jobs/results/119097048055063238-data-analyst-ads-marketing/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=44&q=software&sort_by=relevance
"Manager, Payments Business Operations","Sunnyvale, CA, USA","Bachelor's degree or equivalent practical experience.
6 years of experience in operations consulting, or equivalent experience in a line role for a high-tech firm.","MBA, Master's degree or PhD in an Operations, Management, Technical or Engineering field
10 years of relevant work experience in consulting, software, Internet industries; and/or early stage companies.
Experience in payments / fintech industry
Experience leading complex operational and strategic initiatives (e.g., operational/cost efficiencies and/or customer experience), in collaboration across teams and functions
Experience presenting to executives and communicating with highly technical management teams.
Effective written and oral communication and interpersonal skills.","Measure operational efficiency and customer experience. Manage progress on key performance metrics
Develop operational strategies and implementation plans
Run ongoing business operations, collaborating with relevant teams and cross-functional partners
Collaborate and guide multiple cross-functional, global teams
Run regular operations reviews, at both working team level and with exec stakeholders",https://careers.google.com/jobs/results/74592115897574086-manager-payments-business-operations/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=44&q=software&sort_by=relevance
Global Security and Resilience Program Manager,"Sunnyvale, CA, USA","Bachelor's degree or equivalent practical experience.
10 years of experience in security and risk management.","Experience in conducting investigations, including criminal, human resources, and safety incidents.
Experience with standard software applications for communications, productivity, and presentation.
Experience in supply chain security, such as involving with CTPAT, TAPA, AEO, and other trade security initiatives.
Experience in delivering high quality, customer-oriented security programs.
High ethical standards and excellent judgment, discretion, and diplomacy, with ability to handle highly confidential and sensitive information.
Ability to stay detail-oriented and manage multiple priorities in a fast paced environment. Excellent communication skills.","Oversee and coordinate global security and resilience efforts for the Devices and Services product area, including supply chain security, physical security, safety, intelligence, threat/risk analysis, investigations, executive protection, and disruptive event management.
Identify product area resilience needs and develop procedures to ensure that Google can pursue and sustain operations anywhere it chooses to go.
Serve as a visionary leader, driving partnerships with internal and external stakeholders, law enforcement, and government agencies and ensuring continued efficient operations and safety for a large multinational, publicly ­traded brand.",https://careers.google.com/jobs/results/78881310757528262-global-security-and-resilience-program-manager/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=44&q=software&sort_by=relevance
Data Center Facilities Specialist,"Changhua County, Taiwan","Associate's degree or equivalent practical experience.
Experience in accounting, managing accounts payable and accounts receivable.
Experience working with project management and office application software.
Ability to speak and write in English and Mandarin fluently and idiomatically.","Experience in vendor relationships and contract management.
Experience providing support for budgeting, forecasting and purchase orders.
Experience in negotiating with vendor companies","Prepare statement of work (SoW) for critical and non-critical facility operations contracts.
Obtain facilities related vendor price quotes, prepares purchase orders, and reviews/approves invoices.
Work with support service vendors to resolve conflicts and issues under the direction of the Facility Manager.
Manage facilities system operation and maintenance expense forecasting and budgeting.
Act as the point of contact for small to medium projects as assigned by the Facility Manager.",https://careers.google.com/jobs/results/81924758943212230-data-center-facilities-specialist/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=44&q=software&sort_by=relevance
"Partner Delivery Manager, Google Health","Palo Alto, CA, USA","Bachelor's degree or equivalent practical experience.
Experience in program management; focusing on large-scale and dynamic projects with a geographically dispersed team.
Experience implementing digital products with a healthcare IT company or at a healthcare provider.
Ability to travel as required.","Experience in leading hospital-based deployment programs of a large-scale Health IT product or SaMD (Software as a Medical Device).
Experience in leading technical submissions for system certification, legal, and compliance approvals.
Experience deploying products and services conforming to standards of safety, privacy and regulatory requirements, including HIPAA.
Experience managing contractor and professional service organizations engagements.
Knowledge of US health systems and the healthcare IT market.","Develop and oversee the actioning of deployment plans, defining objectives, deliverables and timelines.
Maintain oversight of implementation activities that spans multiple client/partner sites.
Be a conduit of constant communication between Google Health’s teams and our healthcare partners. Identify problems or risks early, taking action to solve them or to escalate them when needed.
Support governance processes and executive reviews, maintaining visibility of progress for key stakeholders. Act as a trusted partner to our Engineering, Product, and cross-functional teams.
Contribute to the development of a standard and scalable deployment methodology for our products and apply this methodology as we onboard new users and sites.",https://careers.google.com/jobs/results/107911716265697990-partner-delivery-manager-google-health/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
Cloud Go-to-Market Strategy and Operations Lead,Hong Kong,"Bachelor's degree or equivalent practical experience.
Experience working in an Enterprise Software/SaaS sales organization","10 years of experience working in a management consulting, corporate strategy capacity, and/or having held Strategy/Sales Operations roles in a B2B Technology firm.
Demonstrable experience in leading large programs.
Track record of influencing senior stakeholders in a matrixed organization.
Ability to be flexible in a fast paced environment with limited direction, balance competing priorities, and manage several time-sensitive projects at once.
Distinctive problem solving, analytical, presentation and communication skills.","Identify, structure, and lead/work on key strategic initiatives and business programs e.g. strategic planning, business scaling, resource allocation/trade-offs, growth programs, quota setting, performance improvement programs and reorganization.
Provide thought leadership to the Cloud Sales Leadership and cross-functional leaders, and jointly with them, develop the market’s business plan and Go-to-Market sales strategy and gain the required support to execute programs.
Align with cross functional partners including Support, Vertical Solutions, Demand Execution, Revenue Programs, Finance, Marketing and HR.
Share best practices with other regional/global Google Sales Operations teams.
Drive operational excellence across revenue, opportunity and health and performance metrics, across our rapidly growing Cloud teams in-market.",https://careers.google.com/jobs/results/92436090104750790-cloud-go-to-market-strategy-and-operations-lead/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Manager, Application Engineering","Sunnyvale, CA, USA","Bachelor's degree in Computer Science or other related technical field, or equivalent practical experience.
8 years of experience implementing and integrating with third-party software through full system implementation life-cycles (i.e., analyze, design, build, test, implement, support).
Experience working with one or more general purpose programming languages (including Java, JavaScript or Python, C, C++, ABAP).","Effective communication skills, with the ability to present technical information in a clear and concise manner to executives and non-technical leaders.
Leadership, problem-solving and some people management experience.
Familiarity with enterprise application coding such as Salesforce or SAP or similar.","Manage a team of Application Engineers responsible for implementing various internal and external integrations between enterprise systems, as well as designing and building internal applications that support these business systems.
Design and build integration strategies to enable enterprise business solutions.
Build consensus among cross-functional teams and influence decision making within senior-level audiences.
Partner with internal business teams in developing the systems vision and delivery roadmaps.",https://careers.google.com/jobs/results/142550730587153094-manager-application-engineering/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Customer Manager, Search Ads 360 (CEE)","Dublin, Ireland","Bachelor's degree or equivalent practical experience.
Experience in online software sales or online marketing.
SEM/SEO experience.
Ability to speak and write in English and one local Central and Eastern European (CEE) language fluently and idiomatically.","Experience in the ad tech market (seller or a user) and experience using programmatic ad buying tools.
Strategic and analytical sales approach and track record of building lasting customer relationships.
Well-organized, analytical, and capable of handling multiple ad-hoc requests simultaneously.
Effective organizational, analytical, influencing, and presentation skills.","Manage trusted relationships with key clients and agencies.
Develop a thorough understanding of clients' business challenges.
Think of creative ways to improve our relationships with our clients constantly and keep them at the forefront of the online advertising market.
Educate clients on the wider strategic opportunities in digital.
Add value to our advertisers' business and grow their accounts.",https://careers.google.com/jobs/results/99571508252156614-customer-manager-search-ads-360-cee/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Clinical Implementation Specialist, Google Health","London, UK","BSc Nursing or other health related BSc
Experience with implementation of digital products within healthcare IT or in the National Health Service (NHS).
Experience in leading a team of clinicians, consultants or engineers.","Master's degree in biomedical science or medical related field.
Former Clinical Information Systems and/or Health Information Technology System superuser status (e.g., EMR, LIMS, PACS, etc.)
Demonstrable knowledge of clinical software deployment and implementation processes within healthcare organizations.
Demonstrable knowledge of procedures for preserving business continuity activities during outages.
Working knowledge of clinical decision support systems.","Develop trusted professional relationships with healthcare providers, in particular with partner clinical teams.
Support clinical change management from planning, go-live, user onboarding and operations/maintenance phases with limited oversight.
Act as the primary customer escalation point once products are deployed to production and during implementation and rollout.
Work collaboratively with partners to develop training and implementation plans, and deliver training/training materials to partner training leads.
Implement an issue reporting and case management system that takes adequate action in response to any clinical risks.",https://careers.google.com/jobs/results/132179037402342086-clinical-implementation-specialist-google-health/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
Facilities Manager,"Kirkland, WA, USA","BA/BS degree or equivalent practical experience.
6 years of relevant experience with an emphasis on facilities, hospitality, corporate services, event management, property management or equivalent office management experience.
Ability to travel 20% of the time.","Experience managing a Facilities/Operations team with experience in mechanical systems (HVAC, lighting, BMS systems).
Ability to handle multiple requests, work in a fast-paced environment and be responsive to customer requests/service issues.
Ability to think “outside the box” and bring creative, nonstandard and innovative solutions to the table.
Ability to manipulate data, see beyond the numbers, be strategic and draw business conclusions. Excellent analytical and problem solving skills.
Proficient in the use of common business software programs and familiarity with Google applications. Excellent communication and presentation skills.","Provide a pivotal role in facility service operations throughout the region, including new office builds and expansions, capacity and space planning, implementation of new processes and procedures. Ensure an efficient, productive integration for regional initiative, fiscal responsibilities, data analysis, new program implementation and M&A activities.
Communicate program information and updates to Googlers using Google tools. Communicate and collaborate at all organizational levels and with vendor teams, business, site leads and other stakeholders to drive consensus and strategic recommendations.
Support critical business functions, including financial, procurement, vendor management, contract management, transportation programs and general office services. Find innovative ways to streamline and enhance service delivery.
Manage facilities operating budget as well as oversee property management services and vendor service contracts, including maintenance of building and mechanical systems, janitorial service and supplies, and health and safety.",https://careers.google.com/jobs/results/96618632336810694-facilities-manager/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
Chip Packaging Technologist Lead,"Sunnyvale, CA, USA","Bachelor's degree in Material, Electrical Engineering, Technology, Science, related field, or equivalent practical experience.
10 years of industry experience in package development for production.
Experience with MCP, SiP, 2.5D, RDL Interposer, and flip chip technologies.
Experience in chip package interaction (CPI), packaging materials, process, thermal, and package design.","PhD in Material, Electrical Engineering, Technology, Science, related field, or equivalent practical experience.
Experience in package assembly processes and reliability requirements (component and board level).
Experience in assembly houses and wafer foundries. Understanding of advanced foundry process nodes and its interaction with package reliability and different package technologies.
Ability to work with a sense of urgency and a commitment to achieve goals.
Excellent technical leadership to initiate core technology development and drive key technical decisions with cross-functional teams.
Excellent attention to detail.","Define package mechanical, thermal, electrical, and reliability requirements based on inputs from chip packaging team members.
Establish package development engineering plan and conduct DOE using mechanical/thermal test vehicles, and finalize package design, assembly process and material specification.
Work with chip design team to define boundaries of chip development in terms of package DFM, electrical, thermal, and reliability.
Drive the collaboration with multi-functional internal teams, outsourced assembly and tests (OSATs) and material suppliers to deliver chip package solution for production.
Establish chip package technology road map aligned with chip and system product road map.",https://careers.google.com/jobs/results/136458336657646278-chip-packaging-technologist-lead/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Data Analyst, Unskippable Labs",Singapore,"Bachelor's degree or equivalent practical experience.
Experience in SQL, building dashboards, and automating analyses.
Experience with creative measurement tools (e.g., MMM, Nielsen NetEffect, Nielsen Catalina, Ipsos Connect, etc.)
Experience leading and working in cross-functional environments, across countries and cultures.","5 years of experience in analytics and media measurement, testing creative and/or media strategies.
Experience in Media Measurement methodologies and testing solutions from external vendors. Experience in high productivity environments.
Ability to make strategic recommendations for video strategies and effectively managing multiple projects and stakeholders. Ability to present data in compelling simple ways, build dashboards, and automate on-going analyses and reporting.
Ability to effectively extract creative learnings. Excellent analytical, data visualization, and written and verbal presentation and communication skills.
Experience presenting to senior-level client. Experience in spreadsheet and presentation software. Understanding of digital landscape for brand marketers.","Design new measurement methodologies/solutions to test creative experiments by leveraging Google and/or third-party solutions.
Analyze results from creative effectiveness research, combined with additional Google data, to provide insights and inform clients creative and media strategies and executions.
Extract data to develop creative effectiveness meta-learnings across critical industry verticals.
Ensure all client/team research deliverables are completed on time. Support the team in managing direct client relationships and help them use Google insights to drive their business.
Lead efforts to hack/combine Google's measurement tools to develop sharper creative effectiveness methodologies that provide deeper insights.",https://careers.google.com/jobs/results/141284093191955142-data-analyst-unskippable-labs/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Large Customer Account Executive, Education","New York, NY, USA","5 years selling experience in hardware/software sales with experience in inside and/or outside sales in the education space.
3 years experience in education as a teacher or administrator.","Ability to manage the entire sales process and experience leveraging channel for success.
Ability to manage in high activity environment, and engage at all levels of the organization, both internally and externally.","Leverage channel partners to successfully scale the business.
Develop sales strategies and plans to drive growth opportunities with existing customers.
Execute on the adoption programs to enable Customer Success.
Understand customer needs and requirements.",https://careers.google.com/jobs/results/89808257314366150-large-customer-account-executive-education/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Partner Manager, Telco, Google Cloud","São Paulo, State of São Paulo, Brazil","Bachelor's degree or equivalent practical experience.
10 years of work experience in partner management, technology sales and/or industry experience in SaaS, telecommunications, and/or IT infrastructure businesses.
Experience in sales management and training for salesforce teams at scale.","MBA/MS or other advanced degree.
Experience operating within and leading cross-functional teams.
Experience dealing with strategic partners, analyzing and structuring complex negotiations with a proven track record of negotiation and execution.
Ability to work independently in a fluid environment with limited guidance.
Ability to speak and write in Portuguese and English fluently and idiomatically.
Excellent interpersonal and communication skills, including the ability to formulate and articulate points with partners and internal teams.","Expand G Suite and Google Cloud Platform business by launching strategic partners, becoming an expert on each potential partner’s organization, business model and priorities.
Develop go-to-market strategies for each partner, with recommendations on how to optimize bookings and sales volumes.
Work with internal teams to drive contracts and work with other teams to deliver solutions and drive impact.
Work directly with executives, sales managers, and account directors at partner organizations to develop a business plan and growth strategy; build an accurate forecast and achieve revenue goals.
Manage onboarding and enablement processes and closely track partner progress, holding them accountable for performance by identifying gaps and suggesting strategies to improve.",https://careers.google.com/jobs/results/115835896567079622-partner-manager-telco-google-cloud/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Director and Studio General Manager, Stadia Games/Entertainment","Los Angeles, CA, USA","MBA, Master’s degree or equivalent practical experience.
10 years of experience as an Executive Producer or VP of Development on AAA console and PC games.
Experience as a general manager of a studio.
Experience running live service games.","Experience building new teams.
Proven track record of developing and shipping high quality and innovative games.
Ability to successfully partner across a global organization.","Attract and retain leading game industry talent, and build highly functioning game teams that are able to ship AAA.
Create a culture that is in line with Google values and where creativity thrives. Advocate the importance of professional development.
Define the five year strategic plan for the studio.
Articulate goals and team principles to help form a stimulating and fun work environment.
Ensure that games within the studio are delivered on time, on budget, and to quality expectations. Act as a spokesperson across Google and the industry.",https://careers.google.com/jobs/results/74659186106868422-director-and-studio-general-manager-stadia-gamesentertainment/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Manager, Engineering Program Management, Consumer Hardware","Mountain View, CA, USA","Bachelor's degree or equivalent practical experience.
8 years of experience in Electrical Engineering, Computer Engineering, Computer Science or related field.
Experience managing engineering program managers.
Experience in consumer electronics.","Experience in product development, program management, project management, professional services or engineering management within the technology industry.
Demonstrated understanding of product life cycle, tools and processes and operations planning.
Effective business judgment and leadership skills with the ability to collaborate across technical and cross-functional teams and vendors.
Effective written and verbal communication skills.","Develop and manage hardware project schedules with engineering teams and communicate project status to stakeholders.
Work closely with ODMs and vendors on product development schedules, dependencies and budgets.
Manage a team of engineering program managers and help with the overall strategy of team.
Identify risks, develop mitigation strategies and facilitate conflict resolution.
Interact with vendors and product engineering teams; set and manage schedules and milestones.",https://careers.google.com/jobs/results/105513269088658118-manager-engineering-program-management-consumer-hardware/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Engineering Manager, Site Reliability Engineering","Mountain View, CA, USA","Experience in software development in one or more of the following: C, C++, Java, Go and/or Perl, Python, Ruby.
Experience managing an engineering team on large-scale projects with technical deep-dives into code, networking, operating systems and/or storage.","Bachelor's degree in Computer Science, similar technical field of study, or equivalent practical experience.
Proficiency working with algorithms, data structures and production troubleshooting.
Expertise in problem solving and analyzing global scale distributed systems.","Lead a team of Software/Systems Engineers on projects used and enjoyed by billions of users worldwide and be directly responsible for Google's stellar uptime record.
Own end-to-end availability and performance of mission critical services and build automation to prevent problem recurrence; automate response to all non-exceptional service conditions.
Lead by example, care for your team and establish credibility with the quality of your and your team's technical execution.
Manage on-call rotations across continents, using a follow-the-sun model.
Design, write and deliver software to improve the availability, scalability, latency and efficiency of Google's services.",https://careers.google.com/jobs/results/90647871881126598-engineering-manager-site-reliability-engineering/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Field Sales Representative, Enterprise (GCloud Customers)","Sydney NSW, Australia","Bachelor's degree or equivalent practical experience.
10 years of experience in software sales and strategic account management at an enterprise B2B software company.","10 years of experience selling infrastructure software, databases, analytic tools, or applications software with a demonstrated track record in exceeding goals.
Experience working with and presenting to C-level executives.
Ability to work with sales engineers and customer’s technical leads to inventory existing software estate, define migration plans, and build business cases for migrations.
Deep understanding of a specific industry.
Demonstrated success with large, complex commercial and legal negotiations working with procurement, legal, and business teams.
Track record in working with and managing partners in complex implementation projects, including global system integrators and packaged software vendors.","Build and deepen executive relationships with enterprise customers to help us grow into new organizations. Influence long-term strategic direction and serve as a business partner.
Negotiate and manage entire cycles, presenting to C-level executives in corporate and global customers.
Lead account strategy in generating and developing business growth opportunities; work collaboratively with Customer Engineers and Google Partners. Optimize business results in territory and open up opportunities with large enterprise customers.
Understand each customer’s technology footprint, strategic growth plans and business drivers, technology strategy, and competitive landscape.
Drive business development, forecast accurately, and achieve strategic goals by leading customers through the business cycle.",https://careers.google.com/jobs/results/95580008514233030-field-sales-representative-enterprise-gcloud-customers/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Enterprise Field Sales Representative, Google Cloud","San Francisco, CA, USA","5 years of experience building strategic business partnerships with enterprise customers.
Experience selling infrastructure software, databases, analytical tools, applications software, or cloud solutions.
Demonstrated success with large complex commercial and legal negotiations, working with procurement, legal and business team.
Experience working with and managing partners in complex implementation projects including global system integrators and packaged software vendors.
Ability to work with sales engineers and customer’s technical leads to inventory existing software estate, define migration plans, and build business cases for migrations.","Bachelor's degree or equivalent practical experience.
7 years of technology related sales or business development experience at a B2B software company.","Build and grow executive relationships with enterprise customers. Influence long-term strategic direction and serve as a business partner.
Negotiate and manage complex sales-cycles and present to C-level executives in corporate and global customers.
Lead account strategy in generating and developing business growth opportunities, working collaboratively with Customer Engineers, and Google Partners, creating new opportunities.
Understand each customer’s technology footprint, strategic growth plans, business drivers, technology strategy, and competitive landscape.
Drive business development, forecast accurately, and achieve strategic goals by leading customers through the entire business cycle.",https://careers.google.com/jobs/results/135151704526987974-enterprise-field-sales-representative-google-cloud/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Engineering Manager, Site Reliability Engineering","San Bruno, CA, USA","Experience in software development in one or more of the following: C, C++, Java, Go and/or Perl, Python, Ruby.
Experience managing an engineering team on large-scale projects with technical deep-dives into code, networking, operating systems and/or storage.","Bachelor's degree in Computer Science, similar technical field of study, or equivalent practical experience.
Proficiency working with algorithms, data structures and production troubleshooting.
Expertise in problem solving and analyzing global scale distributed systems.","Lead a team of Software/Systems Engineers on projects used and enjoyed by users worldwide and be directly responsible for Google's stellar uptime record.
Own end-to-end availability and performance of mission critical services and build automation to prevent problem recurrence; automate response to all non-exceptional service conditions.
Lead by example, care for your team and establish credibility with the quality of your and your team's technical execution.
Manage on-call rotations across continents, using a follow-the-sun model.
Design, write and deliver software to improve the availability, scalability, latency and efficiency of Google's services.",https://careers.google.com/jobs/results/133726737457390278-engineering-manager-site-reliability-engineering/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Engineering Manager, Site Reliability Engineering","Cambridge, MA, USA","Bachelor's degree in Computer Science or related technical field, or equivalent practical experience.
Experience in software development in one or more of the following: C, C++, Java, Go and/or Perl, Python, Ruby.
Experience managing an engineering team on large-scale projects with technical deep-dives into code, networking, operating systems and/or storage.","Bachelor's degree in Computer Science, similar technical field of study, or equivalent practical experience.
Proficiency working with algorithms, data structures and production troubleshooting.
Expertise in problem solving and analyzing global scale distributed systems.","Lead a team of Software/Systems Engineers on projects used and enjoyed by billions of users worldwide and be directly responsible for Google's stellar uptime record.
Own end-to-end availability and performance of mission critical services and build automation to prevent problem recurrence; automate response to all non-exceptional service conditions.
Lead by example, care for your team and establish credibility with the quality of your and your team's technical execution.
Manage on-call rotations across continents, using a follow-the-sun model.
Design, write and deliver software to improve the availability, scalability, latency and efficiency of Google's services.",https://careers.google.com/jobs/results/77607663975703238-engineering-manager-site-reliability-engineering/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Engineering Manager, Site Reliability Engineering","Pittsburgh, PA, USA","Experience in software development in one or more of the following: C, C++, Java, Go and/or Perl, Python, Ruby.
Experience managing an engineering team on projects with technical deep-dives into code, networking, operating systems and/or storage.","Bachelor's degree in Computer Science, similar technical field of study, or equivalent practical experience.
Proficiency working with algorithms, data structures and production troubleshooting.
Expertise in problem solving and analyzing global scale distributed systems.","Lead a team of Software/Systems Engineers on projects for users and be directly responsible for uptime.
Own end-to-end availability and performance of key services and build automation to prevent problem recurrence. Automate response to all non-exceptional service conditions.
Lead by example, mentor the team and establish credibility through quality technical execution.
Manage on-call rotations across continents, using a follow-the-sun model.
Design, write and deliver software to improve the availability, scalability, latency and efficiency of Google's services.",https://careers.google.com/jobs/results/87534054951264966-engineering-manager-site-reliability-engineering/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Engineering Manager, Site Reliability Engineering","Seattle, WA, USA","Experience in software development in one or more of the following: C, C++, Java, Go and/or Perl, Python, Ruby.
Experience managing an engineering team on projects with technical deep-dives into code, networking, operating systems and/or storage.","Bachelor's degree in Computer Science, similar technical field of study, or equivalent practical experience.
Proficiency working with algorithms, data structures and production troubleshooting.
Expertise in problem solving and analyzing global scale distributed systems.","Lead a team of Software/Systems Engineers on projects for users and be directly responsible for uptime.
Own end-to-end availability and performance of key services and build automation to prevent problem recurrence. Automate response to all non-exceptional service conditions.
Lead by example, mentor the team and establish credibility through quality technical execution.
Manage on-call rotations across continents, using a follow-the-sun model.
Design, write and deliver software to improve the availability, scalability, latency and efficiency of Google's services.",https://careers.google.com/jobs/results/109981684343939782-engineering-manager-site-reliability-engineering/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Program Manager, Data Center Network Deployment, Hardware Operations","Sunnyvale, CA, USA","Bachelor's degree in Computer Science, related technical field, or equivalent practical experience.
10 years of experience in one or more of the following: hardware/software project/product management, technical infrastructure and operations planning, distributed systems.
Experience in enterprise network architecture, management, and troubleshooting.
Experience with TCP/IP fundamentals and commonly-used network protocols (e.g., CCNA/JNCIA).","10 years of experience in technical management of network engineers, systems administrators/architects.
Experience in development frameworks, network platform, and software testing.
Experience working in or supporting a data center environments.
Experience in software-based automation and large data analytics.
Experience in scripting languages such as Python.
Track record of successful performance and technical achievement.","Provide end-to-end program management in collaboration with data center operations engineers for data center network and cluster expansions, turn-ups, and decoms.
Define team strategy and roadmap. Provide technical expertise and leadership throughout product lifecycle.
Partner with software tools program managers and data center operations engineers to determine automation needs for network deployment. Be a subject matter expert for all things networking and help drive tools UAT.
Work with global process owners to help drive standardization and change management of network deployment processes at the data centers.",https://careers.google.com/jobs/results/113988304715555526-program-manager-data-center-network-deployment-hardware-operations/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=45&q=software&sort_by=relevance
"Key Account Director/Executive, Manufacturing and Industrial, Cloud","London, UK","BA/BS degree or equivalent practical experience.
Experience leading software sales and strategic account management at an enterprise B2B software company.
Experience engaging with large-complex accounts, selling a broad portfolio of products at C-level.","Experience selling Infrastructure Software, Databases, Analytic Tools, or Applications Software with a demonstrated track record in working towards sales goals.
Exhibited confidence in a board-room atmosphere while providing advice to senior management.
Industry knowledge specific to the prospects/customers being covered.
Demonstrated success with large complex commercial and legal negotiations working with procurement, legal, and business teams.
Demonstrated track record in working with and managing partners in complex implementation projects.
Ability to work with sales engineers and customer technical leads to inventory existing software estate, define migration plans and build business cases for migrations.","Build and deepen executive relationships with strategic customers to help influence their long-term technology and business decisions. Add value and act as a trusted advisor by bringing compelling insights and ideas with follow through execution.
Lead and manage entire sales-cycles and present large multi-year agreements to CEO and C-level executives.
Lead detailed account strategy in generating and developing business growth opportunities, working cross functionally with multiple LOBs including Google Partners - all to maximize business impact and open up opportunities with large enterprise customers.
Manage complex global account(s) with multiple opportunities across different functions with forecast and budgetary accuracy, serving as the primary customer contact for all adoption-related activities.",https://careers.google.com/jobs/results/104155784545215174-key-account-directorexecutive-manufacturing-and-industrial-cloud/?company=Google&company=YouTube&employment_type=FULL_TIME&hl=en_US&jlo=en_US&page=46&q=software&sort_by=relevance
